Symbol,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales (ttm),Price/Book (mrq),Enterprise Value/Revenue,Enterprise Value/EBITDA,Beta,Market Cap (intraday) clean,Enterprise Value clean,language,region,quoteType,quoteSourceName,triggerable,Currency,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,sharesOutstanding,Book Value,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,forwardPE,P/B,sourceInterval,exchangeDataDelayedBy,Analyst Rating,tradeable,marketState,postMarketPrice,postMarketChange,1 D Change $,1 D Change %,regularMarketTime,Price,High,regularMarketDayRange,Low,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,52wk Low,52wk High,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,Dividend,P/E,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,twoHundredDayAverageChangePercent,Company,exchange,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,displayName,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded
TGT,124.55B,124.83B,20.55,20.67,1.28,1.27,8.35,1.27,11.54,1.0,124550000000.0,124830000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0953349,1626216510,494724000.0,30.154,235.74823,16.00177,0.067876525,204.75444,46.99556,124547000000.0,20.720165,8.348809,15,0,,False,POST,251.99,0.240005,-0.490005,-0.194262,1626206573,251.75,253.44,250.6 - 253.44,250.6,2065512,252.24,251.5,251.99,8,8,NYSE,USD,250.5,3153557,2478120,134.33,1.1440129,117.42 - 253.44,-1.6900024,-0.006668255,117.42,253.44,1631232000.0,1621427400.0,1629203400.0,1629721800.0,2.7,20.554377,0.010704092,12.248,12.15,12.26,20.534258,0.22952157,Target Corporation,NYQ,Target Corporation,finmb_174438,America/New_York,EDT,-14400000,us_market,False,,Target Corporation,reports,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",1976-12-31,27419,1902
TJX,81.61B,85.52B,54.72,21.47,0.21,2.16,13.29,2.26,28.3,0.98,81610000000.0,85520000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.0,1626216083,1206489984.0,5.089,66.42647,1.2135315,0.018268794,67.6,0.040000916,81606983680.0,21.473015,13.291412,15,0,,False,POST,67.64,0.0,-0.580002,-0.850193,1626206615,67.64,68.325,67.48 - 68.325,67.48,3775026,68.22,67.26,67.51,8,11,NYSE,USD,68.0,6266830,5056140,18.43,0.37451738,49.21 - 74.65,-7.010002,-0.09390491,49.21,74.65,1630540800.0,1621416600.0,1629203400.0,1629721800.0,0.52,54.724922,0.007622398,1.236,3.15,2.58,26.217054,0.00059173,"TJX Companies, Inc. (The)",NYQ,"The TJX Companies, Inc.",finmb_306688,America/New_York,EDT,-14400000,us_market,False,,TJX Companies,reports,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",1985-09-30,109198,1987
TMO,202.13B,207.23B,25.88,26.05,4.41,5.63,5.77,5.77,16.73,0.76,202130000000.0,207230000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.009719579,1626216022,393028000.0,89.2,480.83295,33.46704,0.06960222,476.332,37.967987,202134000000.0,26.053698,5.765695,15,0,,False,POST,514.25,-0.049987793,-0.390015,-0.0757766,1626206402,514.3,517.91,512.2757 - 517.91,512.2757,788367,514.69,512.08,514.14,8,8,NYSE,USD,513.9,1769330,1343600,139.15997,0.37095475,375.14 - 532.57,-18.27002,-0.034305386,375.14,532.57,1634256000.0,1619676008.0,1626784200.0,1627302600.0,0.92,25.879333,0.001787484,19.873,19.74,22.16,23.208483,0.07970908,Thermo Fisher Scientific Inc,NYQ,Thermo Fisher Scientific Inc.,finmb_97023,America/New_York,EDT,-14400000,us_market,False,,Thermo Fisher Scientific,reports,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",2004-08-03,97745,2006 (1902)
TMUS,184.24B,285.48B,55.83,45.19,1.71,2.39,2.81,3.71,10.66,0.57,184240000000.0,285480000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.311289,1626216401,1246809984.0,52.62,144.41,3.3600006,0.02326709,132.83578,14.934219,184241000000.0,43.979168,2.808248,15,0,,False,POST,148.23,0.459991,0.8700104,0.5922467,1626206403,147.77,149.52,146.11 - 149.52,146.11,2497277,146.9,147.5,147.87,14,12,NasdaqGS,USD,146.81,3988400,2359100,44.340004,0.42869577,103.43 - 149.52,-1.75,-0.01170412,103.43,149.52,1473897600.0,1620144061.0,1628107200.0,1628539200.0,,55.825462,,2.647,3.36,2.19,67.474884,0.11242618,"T-Mobile US, Inc.",NMS,"T-Mobile US, Inc.",finmb_93339,America/New_York,EDT,-14400000,us_market,False,,T-Mobile US,reports,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",2019-07-15,1283699,1994
TPR,11.59B,13.66B,34.34,13.07,0.31,2.39,3.84,2.82,13.72,1.56,11590000000.0,13660000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-1.2996413,1626209925,278857984.0,10.814,42.931175,-1.381176,-0.032171864,41.32,0.22999954,11586548736.0,13.066037,3.8422415,15,0,,False,POST,41.01,-0.5400009,-0.98,-2.30425,1626206575,41.55,42.83,41.06 - 42.83,41.06,2460262,42.53,41.53,42.48,9,9,NYSE,USD,42.47,3445458,3156680,29.0,2.310757,12.55 - 49.67,-8.119999,-0.16347894,12.55,49.67,1585526400.0,1620304200.0,1628685000.0,1629117000.0,0.0,34.33884,0.0,1.21,3.18,2.9,14.327585,0.005566301,"Tapestry, Inc.",NYQ,"Tapestry, Inc.",finmb_526573,America/New_York,EDT,-14400000,us_market,False,,Tapestry,reports,Consumer Discretionary,"Apparel, accessories & Luxury Goods",New York City,,1116132,2017
TRMB,20.74B,21.15B,47.23,29.63,3.05,6.4,5.65,6.53,30.18,1.53,20740000000.0,21150000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.0,1626211317,250964992.0,14.642,79.79677,2.8632355,0.035881598,75.991776,6.668228,20744767488.0,29.627241,5.645404,15,0,,False,POST,82.66,0.0,-1.3899994,-1.6537766,1626206402,82.66,84.22,82.55 - 84.22,82.55,624037,84.05,82.63,82.66,8,18,NasdaqGS,USD,84.05,1215484,811900,41.320004,0.9995163,41.34 - 84.87,-2.209999,-0.026039815,41.34,84.87,,1620244800.0,1627988340.0,1628510400.0,,47.234287,,1.75,2.79,2.45,33.738777,0.08774934,Trimble Inc.,NMS,Trimble Inc.,finmb_126411,America/New_York,EDT,-14400000,us_market,False,,Trimble,reports,Information Technology,Electronic Equipment & Instruments,"Sunnyvale, California",2021-01-21,864749,1978
TROW,46.6B,39.58B,17.44,15.88,0.98,7.09,5.82,6.02,12.67,1.18,46600000000.0,39580000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.7642542,1626215131,226856000.0,35.286,195.66823,9.761765,0.04988937,176.33667,29.093323,46603026432.0,15.98677,5.8218555,15,0,,False,POST,207.0,1.5700073,-5.6700134,-2.6859372,1626206403,205.43,211.15,203.57 - 211.15,203.57,1568279,211.1,199.0,205.7,8,14,NasdaqGS,USD,210.8,1018119,1040860,83.84999,0.68966925,121.58 - 212.41,-6.980011,-0.032861028,121.58,212.41,1625616000.0,1619679610.0,1627302600.0,1627648200.0,3.78,17.444803,0.017906206,11.776,12.85,12.4,16.566935,0.16498737,"T. Rowe Price Group, Inc.",NMS,"T. Rowe Price Group, Inc.",finmb_23217,America/New_York,EDT,-14400000,us_market,False,,T. Rowe Price,reports,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",,1113169,1937
TRV,38.47B,38.2B,13.83,12.45,1.87,1.19,1.36,1.18,8.37,0.75,38470000000.0,38200000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.42487034,1626214383,251464992.0,112.402,153.63647,-0.6464691,-0.004207784,150.81541,2.174591,38471630848.0,12.458469,1.3610969,15,0,,False,POST,152.34,-0.65000916,-1.09999,-0.713863,1626206401,152.99,154.66,152.69 - 154.66,152.69,1066419,154.09,152.9,152.99,8,10,NYSE,USD,153.57,1138998,1043720,47.320007,0.4478093,105.67 - 162.71,-9.720001,-0.05973819,105.67,162.71,1625011200.0,1618901820.0,1626870600.0,1627302600.0,3.4,13.83023,0.022065029,11.062,12.28,11.11,13.770478,0.014418892,"The Travelers Companies, Inc.",NYQ,"The Travelers Companies, Inc.",finmb_392856,America/New_York,EDT,-14400000,us_market,False,,The Travelers Companies,reports,Financials,Property & Casualty Insurance,New York City,2002-08-21,86312,1853
TSCO,21.52B,23.37B,25.86,24.09,2.83,1.88,11.65,2.04,15.26,1.04,21520000000.0,23370000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.6695592,1626215548,115256000.0,16.025,182.02882,4.6611786,0.025606817,171.53334,15.156662,21517142016.0,24.089033,11.649922,15,0,,False,POST,187.94,1.25,-0.08999634,-0.048183072,1626206402,186.69,188.44,185.67 - 188.44,185.67,800223,186.78,186.64,186.7,14,8,NasdaqGS,USD,186.73,1006361,872980,58.910004,0.4610268,127.78 - 200.75,-14.059998,-0.07003735,127.78,200.75,1623110400.0,1619073900.0,1626870600.0,1627302600.0,1.67,25.857342,0.008941,7.22,7.75,7.38,25.296747,0.08835986,Tractor Supply Company,NMS,Tractor Supply Company,finmb_329501,America/New_York,EDT,-14400000,us_market,False,,Tractor Supply Company,reports,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee",2014-01-24,916365,1938
TSLA,644.02B,629.31B,669.88,108.35,3.69,17.92,27.97,17.51,138.28,2.0,644020000000.0,629310000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.7987504,1626217016,963329984.0,23.901,633.3844,35.15558,0.055504333,698.96484,-30.424866,644025000000.0,107.482315,27.971214,15,0,,False,POST,663.2,-5.339966,-17.160034,-2.502557,1626206402,668.54,693.28,666.32 - 693.28,666.32,20821875,685.7,664.54,662.66,22,8,NasdaqGS,USD,686.32,28126339,21770500,395.53998,1.4488643,273.0 - 900.4,-231.86005,-0.25750783,273.0,900.4,,1619467200.0,1626778740.0,1627300800.0,,669.8797,,0.998,6.22,4.48,149.22768,-0.043528464,"Tesla, Inc.",NMS,"Tesla, Inc.",finmb_27444752,America/New_York,EDT,-14400000,us_market,False,,Tesla,reports,Consumer Discretionary,Automobile Manufacturers,"Palo Alto, California",2020-12-21,1318605,2003
TSN,26.18B,36.56B,12.35,11.11,3.33,0.61,1.64,0.85,7.11,0.84,26180000000.0,36560000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.2508016,1626215472,294772992.0,43.673,75.999115,-4.2291183,-0.05564694,73.09304,-1.3230438,26180474880.0,11.092735,1.6433493,15,0,,False,POST,71.95,0.1800003,-0.780006,-1.07513,1626206401,71.77,73.15,71.61 - 73.15,71.61,1437334,72.55,71.5,72.26,10,11,NYSE,USD,72.67,1747788,1572280,15.949997,0.28573984,55.82 - 81.79,-10.020004,-0.12250891,55.82,81.79,1631664000.0,1620649800.0,1627907400.0,1628253000.0,1.705,12.350714,0.023501033,5.811,6.47,6.07,11.823722,-0.018100819,"Tyson Foods, Inc.",NYQ,"Tyson Foods, Inc.",finmb_190636,America/New_York,EDT,-14400000,us_market,False,,Tyson Foods,reports,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",2005-08-10,100493,1935
TT,45.72B,45.13B,,27.79,2.09,3.56,,3.52,22.36,1.23,45720000000.0,45130000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626209042,239148000.0,,183.68617,7.50383,0.04085136,167.13,24.059998,45722705920.0,,,15,0,,False,POST,191.19,0.0,-1.58,-0.819631,1626206616,191.19,192.76,190.735 - 192.76,190.735,752531,192.77,191.26,191.28,8,12,NYSE,USD,192.22,1075434,1168300,99.66,1.0888234,91.53 - 193.25,-2.0599976,-0.010659754,91.53,193.25,1632960000.0,1620217800.0,1627389000.0,1627907400.0,,,,,,6.09,31.394089,0.14395978,Trane Technologies plc,NYQ,Trane Technologies plc,finmb_280944,America/New_York,EDT,-14400000,us_market,False,,Trane Technologies,reports,Industrials,Building Products,"Dublin, Ireland",2010-11-17,1466258,1871
TTWO,20.16B,16.57B,34.1,24.62,2.73,5.98,5.69,4.91,21.82,0.56,20160000000.0,16570000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.386055,1626215043,116171000.0,30.518,178.55559,-5.0055847,-0.028033761,183.53882,-9.988815,20161476608.0,24.617022,5.686808,15,0,,False,POST,172.88,-0.669998,1.449997,0.84253156,1626206403,173.55,175.22,172.085 - 175.22,172.085,1193260,172.1,171.49,174.89,9,8,NasdaqGS,USD,172.58,1265025,924460,29.410004,0.20403777,144.14 - 214.91,-41.36,-0.19245265,144.14,214.91,,1621368000.0,1627901940.0,1628251200.0,,34.096268,,5.09,7.05,4.72,36.76907,-0.054423448,"Take-Two Interactive Software, ",NMS,"Take-Two Interactive Software, Inc.",finmb_371281,America/New_York,EDT,-14400000,us_market,False,,Take-Two Interactive,reports,Communication Services,Interactive Home Entertainment,New York City,2018-03-19,946581,1993
TWTR,55.55B,50.41B,,64.44,2.1,14.08,7.16,12.78,79.72,0.74,55550000000.0,50410000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.0143709,1626216640,798126976.0,9.718,62.839706,6.760292,0.10757995,61.40511,8.194889,55549636608.0,64.44444,7.161967,15,0,,False,POST,69.59,-0.0100021,-0.260002,-0.372176,1626206562,69.6,70.8699,69.26 - 70.8699,69.26,9982145,69.86,69.57,69.64,8,10,NYSE,USD,69.54,16487884,11861740,36.16,1.0813397,33.44 - 80.75,-11.150002,-0.13808051,33.44,80.75,,1626984000.0,1626984000.0,1626984000.0,,,,-1.338,1.08,0.79,88.101265,0.13345614,"Twitter, Inc.",NYQ,"Twitter, Inc.",finmb_35962803,America/New_York,EDT,-14400000,us_market,False,,Twitter,reports,Communication Services,Interactive Media & Services,"San Francisco, California",2018-06-07,1418091,2006
TXN,176.58B,173.34B,28.96,24.39,2.57,11.45,17.36,11.24,23.61,1.03,176580000000.0,173340000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.052296467,1626214745,923523968.0,11.011,188.93059,2.2694092,0.012011867,180.65985,10.540146,176578000000.0,24.387754,17.364454,15,0,,False,POST,191.1,-0.099990845,-0.7200012,-0.37515697,1626206403,191.2,192.46,190.715 - 192.46,190.715,2647643,191.92,190.5,191.14,11,10,NasdaqGS,USD,191.23,4119684,3138940,65.77,0.5243562,125.43 - 197.58,-6.380005,-0.03229074,125.43,197.58,1621209600.0,1619539262.0,1626692340.0,1627041600.0,3.84,28.956533,0.020008337,6.603,7.84,7.44,25.698925,0.05834249,Texas Instruments Incorporated,NMS,Texas Instruments Incorporated,finmb_140283,America/New_York,EDT,-14400000,us_market,False,,Texas Instruments,reports,Information Technology,Semiconductors,"Dallas, Texas",,97476,1930
TXT,15.05B,17.5B,35.49,17.55,0.73,1.28,2.51,1.49,15.99,1.8,15050000000.0,17500000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.0149843,1626207463,225708992.0,26.543,67.740295,-1.050293,-0.0155047,58.004665,8.685337,15052532736.0,17.736702,2.512527,15,0,,False,POST,66.69,-0.00999451,-1.23,-1.81095,1626206798,66.69,68.05,66.66 - 68.05,66.66,675693,67.92,66.81,67.32,12,12,NYSE,USD,67.72,1248034,1150360,35.15,1.1144578,31.54 - 70.68,-3.9899979,-0.05645158,31.54,70.68,1625097600.0,1619677800.0,1627475400.0,1627907400.0,0.08,35.492287,0.001177856,1.879,3.76,3.13,21.30671,0.14973515,Textron Inc.,NYQ,Textron Inc.,finmb_35303,America/New_York,EDT,-14400000,us_market,False,,Textron,reports,Industrials,Aerospace & Defense,"Providence, Rhode Island",1978-12-31,217346,1923
TYL,19.43B,17.73B,108.19,60.44,6.78,17.12,9.42,15.62,77.87,0.57,19430000000.0,17730000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626207468,40738700.0,50.609,435.0912,41.808807,0.09609206,430.74475,46.155243,19428286464.0,60.4436,9.423224,15,0,,False,POST,476.9,0.0,-0.360016,-0.0754339,1626206402,476.9,485.545,476.0 - 485.545,476.0,150382,477.26,477.42,477.75,8,8,NYSE,USD,476.61,237314,178580,157.32,0.49227116,319.58 - 485.545,-8.64502,-0.017804775,319.58,485.545,,1619626620.0,1627383540.0,1627905600.0,,108.18965,,4.408,7.89,6.71,71.07302,0.10715219,"Tyler Technologies, Inc.",NYQ,"Tyler Technologies, Inc.",finmb_309821,America/New_York,EDT,-14400000,us_market,False,,Tyler Technologies,reports,Information Technology,Application Software,"Plano, Texas",2020-06-22,860731,1966
UA,8.95B,9.03B,70.89,39.76,3.71,1.86,4.72,1.88,23.81,1.27,8950000000.0,9030000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.601425,1626215930,233919008.0,3.873,18.543333,-0.25333214,-0.01366163,18.093239,0.19676208,8950723584.0,39.76087,4.722438,15,0,,False,POST,18.18,-0.110001,-0.469999,-2.50533,1626206618,18.29,18.8,18.21 - 18.8,18.21,2114366,18.76,18.18,18.3,10,22,NYSE,USD,18.65,3452697,3876084,10.040001,1.2169698,8.25 - 21.825,-3.5349998,-0.1619702,8.25,21.825,,1532588100.0,1524659400.0,1525091400.0,,70.89148,,0.258,0.46,0.24,76.208336,0.010874895,"Under Armour, Inc.",NYQ,"Under Armour, Inc.",finmb_8740684,America/New_York,EDT,-14400000,us_market,False,,Under Armour (Class C),reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",2016-04-08,1336917,1996
UAA,8.82B,10.25B,80.04,40.49,3.46,1.84,5.33,2.13,27.02,1.27,8820000000.0,10250000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.677963,1626212680,188622000.0,3.873,21.330587,-0.68058777,-0.031906657,21.440666,-0.7906666,8824467456.0,40.490196,5.3317842,15,0,,False,POST,20.51,-0.139999,-0.559999,-2.64026,1626206622,20.65,21.26,20.545 - 21.26,20.545,2967823,21.21,20.5,20.95,8,14,NYSE,USD,21.065,5116877,4057380,11.46,1.2470077,9.19 - 26.45,-5.800001,-0.2192817,9.19,26.45,,1620111300.0,1627541700.0,1627901700.0,,80.038765,,0.258,0.51,0.34,60.73529,-0.036876958,"Under Armour, Inc.",NYQ,"Under Armour, Inc.",finmb_8740684,America/New_York,EDT,-14400000,us_market,False,,Under Armour (Class A),reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",2014-05-01,1336917,1996
UAL,15.69B,39.34B,,16.84,0.16,1.48,3.01,3.71,-4.44,1.7,15690000000.0,39340000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.70103127,1626217075,323577984.0,16.089,55.122353,-6.6223526,-0.12013915,51.906815,-3.4068146,15693532160.0,20.464136,3.0144818,15,0,,False,POST,48.84,0.34000015,-2.119999,-4.188066,1626206402,48.5,50.04,48.385 - 50.04,48.385,14045890,50.62,48.69,48.99,31,40,NasdaqGS,USD,49.76,12836369,11601840,18.18,0.59960425,30.32 - 63.7,-15.200001,-0.23861854,30.32,63.7,1201046400.0,1618849809.0,1626724800.0,1627070400.0,,,,-22.677,2.37,-13.16,-3.6854103,-0.06563328,"United Airlines Holdings, Inc.",NMS,"United Airlines Holdings, Inc.",finmb_309845,America/New_York,EDT,-14400000,us_market,False,,United Airlines,reports,Industrials,Airlines,"Chicago, Illinois",2015-09-03,100517,1967
UDR,15.41B,21.15B,264.8,346.0,-32.9,12.41,5.21,17.03,28.34,0.73,15410000000.0,21150000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626208792,296835008.0,9.962,49.405293,2.494709,0.05049477,44.402813,7.4971886,15405736960.0,346.0,5.2097974,15,0,,False,POST,51.9,0.0,-0.379997,-0.72685,1626206401,51.9,52.32,51.48 - 52.32,51.48,2240780,52.28,51.83,51.84,9,14,NYSE,USD,52.05,1862090,2557300,22.560001,0.7689162,29.34 - 52.59,-0.6899986,-0.013120339,29.34,52.59,1627862400.0,1619540160.0,1627297140.0,1627646400.0,1.442,264.79593,0.02758225,0.196,0.15,0.04,1297.5001,0.16884491,"UDR, Inc.",NYQ,"UDR, Inc.",finmb_310667,America/New_York,EDT,-14400000,us_market,False,,UDR,reports,Real Estate,Residential REITs,"Highlands Ranch, Colorado",2016-03-07,74208,1972
UHS,13.01B,16.24B,12.96,12.48,1.76,1.11,1.99,1.38,8.39,1.18,13010000000.0,16239999999.999998,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626208792,77870704.0,76.831,154.5697,-1.719696,-0.0111257,142.37866,10.471344,13011769344.0,12.477551,1.9894314,15,0,,False,POST,152.85,0.0,-1.82999,-1.18308,1626206402,152.85,154.6,151.7 - 154.6,151.7,495675,154.68,153.54,153.64,8,12,NYSE,USD,154.15,681046,674800,64.04001,0.7210901,88.81 - 162.51,-9.659988,-0.059442427,88.81,162.51,1623888000.0,1619453765.0,1627297140.0,1627646400.0,0.2,12.962178,0.001292992,11.792,12.25,10.89,14.035812,0.07354574,"Universal Health Services, Inc.",NYQ,"Universal Health Services, Inc.",finmb_36040,America/New_York,EDT,-14400000,us_market,False,,Universal Health Services,reports,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",2014-09-20,352915,1979
ULTA,18.79B,19.86B,109.1,24.38,0.51,2.72,9.55,2.87,18.4,1.7,18790000000.0,19860000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.866465,1626216529,55388800.0,35.541,337.41852,1.8914795,0.005605737,319.67313,19.636871,18793938944.0,28.065342,9.547002,15,0,,False,POST,342.25,2.94,-3.5299988,-1.0296345,1626206402,339.31,342.99,338.24 - 342.99,338.24,409115,342.84,342.01,342.44,9,8,NasdaqGS,USD,342.07,696609,552940,152.33,0.8146861,186.98 - 356.31,-17.0,-0.047711264,186.98,356.31,1337040000.0,1630008000.0,1630008000.0,1630008000.0,,109.1029,,3.11,12.09,12.1,28.042149,0.06142797,"Ulta Beauty, Inc.",NMS,"Ulta Beauty, Inc.",finmb_35929,America/New_York,EDT,-14400000,us_market,False,,Ulta Beauty,reports,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",2016-04-18,1403568,1990
UNH,394.98B,416.43B,23.8,19.59,1.67,1.5,5.95,1.58,15.86,0.78,394980000000.0,416430000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.12902197,1626215090,943702016.0,70.343,404.24384,14.296173,0.035365224,374.2268,44.3132,394977000000.0,19.5854,5.949988,15,0,,False,POST,418.0,-0.54000854,2.5,0.600904,1626206402,418.54,419.69,415.71 - 419.69,415.71,2865661,416.04,418.49,419.55,10,10,NYSE,USD,416.38,2975215,2359700,128.9,0.44503516,289.64 - 425.98,-7.4400024,-0.017465614,289.64,425.98,1624924800.0,1618466100.0,1626179400.0,1626697800.0,5.0,23.796907,0.012018075,17.588,21.37,18.57,22.538504,0.11841269,UnitedHealth Group Incorporated,NYQ,UnitedHealth Group Incorporated,finmb_104673,America/New_York,EDT,-14400000,us_market,False,,UnitedHealth Group,reports,Health Care,Managed Health Care,"Minnetonka, Minnesota",1994-07-01,731766,1977
UNM,5.65B,7.72B,7.18,5.12,2.03,0.42,0.53,0.58,6.12,1.73,5650000000.0,7720000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626207466,204240992.0,51.766,29.45353,-1.81353,-0.061572585,27.554667,0.08533287,5645220864.0,5.1185184,0.5339412,15,0,,False,POST,27.64,0.0,-0.560001,-1.98582,1626206401,27.64,28.24,27.53 - 28.24,27.53,1285550,28.2,27.5,27.67,22,9,NYSE,USD,28.07,1768720,1714540,11.849999,0.75047493,15.79 - 31.98,-4.34,-0.13570982,15.79,31.98,1621555200.0,1620231300.0,1627297140.0,1627646400.0,1.14,7.181086,0.04042553,3.849,5.4,4.71,5.868365,0.003096857,Unum Group,NYQ,Unum Group,finmb_166762,America/New_York,EDT,-14400000,us_market,False,,Unum Group,reports,Financials,Life & Health Insurance,"Chattanooga, Tennessee",1994-03-01,5513,1999
UNP,145.6B,172.46B,28.37,20.11,1.74,7.54,8.97,8.93,17.35,1.14,145600000000.0,172460000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.15055506,1626213826,664302976.0,24.437,221.82118,-2.6411896,-0.011906841,216.46207,2.717926,145602000000.0,20.14522,8.969186,15,0,,False,POST,218.85,-0.32998657,-2.04001,-0.922163,1626206402,219.18,221.39,219.0 - 221.39,219.0,3278518,221.22,218.85,220.26,8,8,NYSE,USD,220.87,2666915,3637060,51.609985,0.30799058,167.57 - 231.26,-12.080002,-0.05223559,167.57,231.26,1625011200.0,1619078400.0,1626870600.0,1627302600.0,3.88,28.365469,0.017539103,7.727,10.88,9.63,22.760124,0.012556131,Union Pacific Corporation,NYQ,Union Pacific Corporation,finmb_310078,America/New_York,EDT,-14400000,us_market,False,,Union Pacific,reports,Industrials,Railroads,"Omaha, Nebraska",1957-03-04,100885,1862
UPS,185.16B,196.35B,35.68,18.29,1.0,2.07,25.72,2.19,21.23,1.05,185160000000.0,196350000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.146731,1626216066,723316992.0,8.215,208.10677,3.1632385,0.015200076,182.47437,28.795639,185161000000.0,18.291775,25.71759,15,0,,False,POST,211.58,0.309998,-2.06,-0.965639,1626206578,211.27,214.1787,210.75 - 214.1787,210.75,1570076,213.33,211.39,211.44,18,18,NYSE,USD,213.33,3554885,2319180,98.22,0.8688191,113.05 - 219.59,-8.319992,-0.037888758,113.05,219.59,1623196800.0,1627389000.0,1627389000.0,1627389000.0,4.05,35.67545,0.018984672,5.922,11.55,10.94,19.3117,0.15780649,"United Parcel Service, Inc.",NYQ,"United Parcel Service, Inc.",finmb_238570,America/New_York,EDT,-14400000,us_market,False,,United Parcel Service,reports,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",2002-07-22,1090727,1907
URI,22.76B,31.51B,24.79,13.13,1.25,2.69,4.8,3.72,13.93,2.06,22760000000.0,31510000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.651928,1626214831,72378096.0,65.561,316.49323,-2.043213,-0.006455787,301.80905,12.640961,22759292928.0,13.162412,4.796297,15,0,,False,POST,316.5,2.04999,-7.13998,-2.22021,1626206402,314.45,320.59,314.33 - 320.59,314.33,598373,321.59,314.0,315.25,9,11,NYSE,USD,319.74,739968,827860,164.81001,1.1013768,149.64 - 354.6,-40.149994,-0.11322615,149.64,354.6,,1619626500.0,1627383540.0,1627905600.0,,24.785213,,12.687,23.89,20.92,15.031072,0.041883968,"United Rentals, Inc.",NYQ,"United Rentals, Inc.",finmb_36005,America/New_York,EDT,-14400000,us_market,False,,United Rentals,reports,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",2014-09-20,1067701,1997
